Name,Position,Team,AgainstTeam,Stat,Line,Odds,H2HArray,L5Array,l7_mr,l15_mr,l30_mr,FinalMatchupScore,Temp,Size,H2HAvg,L5Avg,Diff,Rel Diff,Percent,Sample Size,Score,GameId
Ayo Dosunmu,SG,MIN,DAL,Blks+Stls,1.5,demon,"[4, 0]","[0, 0, 3, 0, 3]",27,23,22,82.695,1,2,2.0,1.2,0.5,0.25,33.333,2,4.78,NBA_game_V1Cpj4bJn9ZJhSsECkaIJzTp
Ayo Dosunmu,SG,MIN,DAL,Blocked Shots,0.5,demon,"[0, 0]","[0, 0, 0, 0, 2]",24,17,23,71.595,0,2,0.0,0.4,-0.5,-0.25,-100.0,2,2.712,NBA_game_V1Cpj4bJn9ZJhSsECkaIJzTp
Ayo Dosunmu,SG,MIN,DAL,Points,21.5,demon,"[20, 5]","[18, 19, 23, 17, 17]",18,25,20,68.82,0,2,12.5,18.8,-9.0,-0.25,-41.86,2,2.65,NBA_game_V1Cpj4bJn9ZJhSsECkaIJzTp
Ayo Dosunmu,SG,MIN,DAL,Points,19.5,demon,"[20, 5]","[18, 19, 23, 17, 17]",18,25,20,68.82,1,2,12.5,18.8,-7.0,-0.25,-35.897,2,3.712,NBA_game_V1Cpj4bJn9ZJhSsECkaIJzTp
Ayo Dosunmu,SG,MIN,DAL,Pts+Asts,29.5,demon,"[28, 8]","[18, 21, 29, 25, 23]",22,25,23,77.145,0,2,18.0,23.2,-11.5,-0.25,-38.983,2,2.808,NBA_game_V1Cpj4bJn9ZJhSsECkaIJzTp
Ayo Dosunmu,SG,MIN,DAL,Pts+Asts,24.5,demon,"[28, 8]","[18, 21, 29, 25, 23]",22,25,23,77.145,1,2,18.0,23.2,-6.5,-0.25,-26.531,2,4.151,NBA_game_V1Cpj4bJn9ZJhSsECkaIJzTp
Ayo Dosunmu,SG,MIN,DAL,Pts+Rebs,29.5,demon,"[24, 7]","[22, 24, 32, 27, 25]",16,26,24,68.82,0,2,15.5,26.0,-14.0,-0.25,-47.458,2,2.655,NBA_game_V1Cpj4bJn9ZJhSsECkaIJzTp
Ayo Dosunmu,SG,MIN,DAL,Pts+Rebs,24.5,demon,"[24, 7]","[22, 24, 32, 27, 25]",16,26,24,68.82,0.5,2,15.5,26.0,-9.0,-0.25,-36.735,2,3.801,NBA_game_V1Cpj4bJn9ZJhSsECkaIJzTp
Ayo Dosunmu,SG,MIN,DAL,Pts+Rebs+Asts,31.5,demon,"[32, 10]","[22, 26, 38, 35, 31]",20,25,25,74.925,1,2,21.0,30.4,-10.5,-0.25,-33.333,2,4.191,NBA_game_V1Cpj4bJn9ZJhSsECkaIJzTp
Ayo Dosunmu,SG,MIN,DAL,Pts+Rebs+Asts,29.5,demon,"[32, 10]","[22, 26, 38, 35, 31]",20,25,25,74.925,1,2,21.0,30.4,-8.5,-0.25,-28.814,2,4.351,NBA_game_V1Cpj4bJn9ZJhSsECkaIJzTp
Ayo Dosunmu,SG,MIN,DAL,Pts+Rebs+Asts,27.5,demon,"[32, 10]","[22, 26, 38, 35, 31]",20,25,25,74.925,1,2,21.0,30.4,-6.5,-0.236,-23.636,2,4.414,NBA_game_V1Cpj4bJn9ZJhSsECkaIJzTp
Ayo Dosunmu,SG,MIN,DAL,Rebounds,6.5,demon,"[4, 2]","[4, 5, 9, 10, 8]",11,21,27,56.61,0,2,3.0,7.2,-3.5,-0.25,-53.846,2,2.784,NBA_game_V1Cpj4bJn9ZJhSsECkaIJzTp
Ayo Dosunmu,SG,MIN,DAL,Rebounds,5.5,demon,"[4, 2]","[4, 5, 9, 10, 8]",11,21,27,56.61,0,2,3.0,7.2,-2.5,-0.25,-45.455,2,2.995,NBA_game_V1Cpj4bJn9ZJhSsECkaIJzTp
Ayo Dosunmu,SG,MIN,DAL,Rebounds,4.5,demon,"[4, 2]","[4, 5, 9, 10, 8]",11,21,27,56.61,0.5,2,3.0,7.2,-1.5,-0.25,-33.333,2,3.671,NBA_game_V1Cpj4bJn9ZJhSsECkaIJzTp
Ayo Dosunmu,SG,MIN,DAL,Rebs+Asts,11.5,demon,"[12, 5]","[4, 7, 15, 18, 14]",22,28,28,83.25,1,2,8.5,11.6,-3.0,-0.25,-26.087,2,4.669,NBA_game_V1Cpj4bJn9ZJhSsECkaIJzTp
Ayo Dosunmu,SG,MIN,DAL,Rebs+Asts,10.5,demon,"[12, 5]","[4, 7, 15, 18, 14]",22,28,28,83.25,1,2,8.5,11.6,-2.0,-0.19,-19.048,2,4.794,NBA_game_V1Cpj4bJn9ZJhSsECkaIJzTp
Ayo Dosunmu,SG,MIN,DAL,Rebs+Asts,9.5,demon,"[12, 5]","[4, 7, 15, 18, 14]",22,28,28,83.25,1,2,8.5,11.6,-1.0,-0.105,-10.526,2,4.957,NBA_game_V1Cpj4bJn9ZJhSsECkaIJzTp
Ayo Dosunmu,SG,MIN,DAL,Steals,2.5,demon,"[4, 0]","[0, 0, 3, 0, 1]",27,22,18,79.365,1,2,2.0,0.8,-0.5,-0.2,-20.0,2,3.926,NBA_game_V1Cpj4bJn9ZJhSsECkaIJzTp
Ayo Dosunmu,SG,MIN,DAL,Steals,1.5,demon,"[4, 0]","[0, 0, 3, 0, 1]",27,22,18,79.365,1,2,2.0,0.8,0.5,0.25,33.333,2,4.38,NBA_game_V1Cpj4bJn9ZJhSsECkaIJzTp
Bam Adebayo,C,MIA,PHI,3-PT Made,3.5,demon,"[1, 4]","[2, 2, 1, 1, 0]",10,13,27,46.065,1,2,2.5,1.2,-1.0,-0.25,-28.571,2,2.31,NBA_game_ut9fdOuTbe9A1ZpnpvSjLOzi
Bam Adebayo,C,MIA,PHI,3-PT Made,2.5,demon,"[1, 4]","[2, 2, 1, 1, 0]",10,13,27,46.065,1,2,2.5,1.2,0.0,0.0,0.0,2,2.796,NBA_game_ut9fdOuTbe9A1ZpnpvSjLOzi
Bam Adebayo,C,MIA,PHI,Assists,5.5,demon,"[1, 3]","[4, 4, 7, 3, 3]",26,28,23,87.135,0,2,2.0,4.2,-3.5,-0.25,-63.636,2,3.309,NBA_game_ut9fdOuTbe9A1ZpnpvSjLOzi
Bam Adebayo,C,MIA,PHI,Assists,4.5,demon,"[1, 3]","[4, 4, 7, 3, 3]",26,28,23,87.135,0,2,2.0,4.2,-2.5,-0.25,-55.556,2,3.655,NBA_game_ut9fdOuTbe9A1ZpnpvSjLOzi
Bam Adebayo,C,MIA,PHI,Assists,3.5,demon,"[1, 3]","[4, 4, 7, 3, 3]",26,28,23,87.135,0.5,2,2.0,4.2,-1.5,-0.25,-42.857,2,4.742,NBA_game_ut9fdOuTbe9A1ZpnpvSjLOzi
Bam Adebayo,C,MIA,PHI,Points,34.5,demon,"[18, 29]","[32, 18, 17, 14, 15]",16,18,21,58.275,0,2,23.5,19.2,-11.0,-0.25,-31.884,2,1.912,NBA_game_ut9fdOuTbe9A1ZpnpvSjLOzi
Bam Adebayo,C,MIA,PHI,Points,29.5,demon,"[18, 29]","[32, 18, 17, 14, 15]",16,18,21,58.275,0.5,2,23.5,19.2,-6.0,-0.203,-20.339,2,2.636,NBA_game_ut9fdOuTbe9A1ZpnpvSjLOzi
Bam Adebayo,C,MIA,PHI,Points,24.5,demon,"[18, 29]","[32, 18, 17, 14, 15]",16,18,21,58.275,1,2,23.5,19.2,-1.0,-0.041,-4.082,2,3.265,NBA_game_ut9fdOuTbe9A1ZpnpvSjLOzi
Bam Adebayo,C,MIA,PHI,Pts+Asts,34.5,demon,"[19, 32]","[36, 22, 24, 17, 18]",17,23,22,66.045,0,2,25.5,23.4,-9.0,-0.25,-26.087,2,2.456,NBA_game_ut9fdOuTbe9A1ZpnpvSjLOzi
Bam Adebayo,C,MIA,PHI,Pts+Asts,29.5,demon,"[19, 32]","[36, 22, 24, 17, 18]",17,23,22,66.045,1,2,25.5,23.4,-4.0,-0.136,-13.559,2,3.486,NBA_game_ut9fdOuTbe9A1ZpnpvSjLOzi
Bam Adebayo,C,MIA,PHI,Pts+Rebs,44.5,demon,"[31, 43]","[53, 21, 27, 30, 27]",24,28,23,83.805,0,2,37.0,31.6,-7.5,-0.169,-16.854,2,3.249,NBA_game_ut9fdOuTbe9A1ZpnpvSjLOzi
Bam Adebayo,C,MIA,PHI,Pts+Rebs,39.5,demon,"[31, 43]","[53, 21, 27, 30, 27]",24,28,23,83.805,1,2,37.0,31.6,-2.5,-0.063,-6.329,2,4.275,NBA_game_ut9fdOuTbe9A1ZpnpvSjLOzi
Bam Adebayo,C,MIA,PHI,Pts+Rebs,34.5,demon,"[31, 43]","[53, 21, 27, 30, 27]",24,28,23,83.805,1,2,37.0,31.6,2.5,0.072,7.246,2,4.488,NBA_game_ut9fdOuTbe9A1ZpnpvSjLOzi
Bam Adebayo,C,MIA,PHI,Pts+Rebs+Asts,44.5,demon,"[32, 46]","[57, 25, 34, 33, 30]",27,28,24,89.355,1,2,39.0,35.8,-5.5,-0.124,-12.36,2,4.438,NBA_game_ut9fdOuTbe9A1ZpnpvSjLOzi
Bam Adebayo,C,MIA,PHI,Pts+Rebs+Asts,39.5,demon,"[32, 46]","[57, 25, 34, 33, 30]",27,28,24,89.355,1,2,39.0,35.8,-0.5,-0.013,-1.266,2,4.618,NBA_game_ut9fdOuTbe9A1ZpnpvSjLOzi
Bam Adebayo,C,MIA,PHI,Rebounds,15.5,demon,"[13, 14]","[21, 3, 10, 16, 12]",30,30,25,97.125,0,2,13.5,12.4,-2.0,-0.129,-12.903,2,4.088,NBA_game_ut9fdOuTbe9A1ZpnpvSjLOzi
Bam Adebayo,C,MIA,PHI,Rebounds,13.5,demon,"[13, 14]","[21, 3, 10, 16, 12]",30,30,25,97.125,1.5,2,13.5,12.4,0.0,0.0,0.0,2,5.627,NBA_game_ut9fdOuTbe9A1ZpnpvSjLOzi
Bam Adebayo,C,MIA,PHI,Rebounds,11.5,demon,"[13, 14]","[21, 3, 10, 16, 12]",30,30,25,97.125,2,2,13.5,12.4,2.0,0.174,17.391,2,6.584,NBA_game_ut9fdOuTbe9A1ZpnpvSjLOzi
Bam Adebayo,C,MIA,PHI,Rebs+Asts,17.5,demon,"[14, 17]","[25, 7, 17, 19, 15]",30,30,26,97.68,0.5,2,15.5,16.6,-2.0,-0.114,-11.429,2,4.784,NBA_game_ut9fdOuTbe9A1ZpnpvSjLOzi
Bam Adebayo,C,MIA,PHI,Rebs+Asts,14.5,demon,"[14, 17]","[25, 7, 17, 19, 15]",30,30,26,97.68,1.5,2,15.5,16.6,1.0,0.069,6.897,2,6.336,NBA_game_ut9fdOuTbe9A1ZpnpvSjLOzi
Bam Adebayo,C,MIA,PHI,Steals,2.5,demon,"[1, 1]","[2, 1, 2, 1, 0]",3,4,1,9.99,0,2,1.0,1.2,-1.5,-0.25,-60.0,2,-0.019,NBA_game_ut9fdOuTbe9A1ZpnpvSjLOzi
Bam Adebayo,C,MIA,PHI,Steals,1.5,demon,"[1, 1]","[2, 1, 2, 1, 0]",3,4,1,9.99,0,2,1.0,1.2,-0.5,-0.25,-33.333,2,0.481,NBA_game_ut9fdOuTbe9A1ZpnpvSjLOzi
Bilal Coulibaly,SF,WAS,LAL,Assists,4.5,demon,[2],"[4, 2, 3, 2, 2]",6,16,20,38.85,0,1,2.0,2.6,-2.5,-0.25,-55.556,1,1.36,NBA_game_K4W94cYl2FzkBxVT0Rh8NYk6
Bilal Coulibaly,SF,WAS,LAL,Assists,3.5,demon,[2],"[4, 2, 3, 2, 2]",6,16,20,38.85,0,1,2.0,2.6,-1.5,-0.25,-42.857,1,1.593,NBA_game_K4W94cYl2FzkBxVT0Rh8NYk6
Bilal Coulibaly,SF,WAS,LAL,Assists,2.5,demon,[2],"[4, 2, 3, 2, 2]",6,16,20,38.85,0.5,1,2.0,2.6,-0.5,-0.2,-20.0,1,2.788,NBA_game_K4W94cYl2FzkBxVT0Rh8NYk6
Bilal Coulibaly,SF,WAS,LAL,Points,19.5,demon,[7],"[21, 13, 11, 21, 4]",8,1,17,23.865,0,1,7.0,14.0,-12.5,-0.25,-64.103,1,1.111,NBA_game_K4W94cYl2FzkBxVT0Rh8NYk6
Bilal Coulibaly,SF,WAS,LAL,Points,14.5,demon,[7],"[21, 13, 11, 21, 4]",8,1,17,23.865,0,1,7.0,14.0,-7.5,-0.25,-51.724,1,1.254,NBA_game_K4W94cYl2FzkBxVT0Rh8NYk6
Bilal Coulibaly,SF,WAS,LAL,Pts+Asts,19.5,demon,[9],"[25, 15, 14, 23, 6]",7,3,19,25.53,0,1,9.0,16.6,-10.5,-0.25,-53.846,1,1.245,NBA_game_K4W94cYl2FzkBxVT0Rh8NYk6
Bilal Coulibaly,SF,WAS,LAL,Pts+Rebs,24.5,demon,[9],"[25, 18, 13, 27, 9]",8,4,16,26.64,0,1,9.0,18.4,-15.5,-0.25,-63.265,1,1.222,NBA_game_K4W94cYl2FzkBxVT0Rh8NYk6
Bilal Coulibaly,SF,WAS,LAL,Pts+Rebs,19.5,demon,[9],"[25, 18, 13, 27, 9]",8,4,16,26.64,0,1,9.0,18.4,-10.5,-0.25,-53.846,1,1.351,NBA_game_K4W94cYl2FzkBxVT0Rh8NYk6
Bilal Coulibaly,SF,WAS,LAL,Pts+Rebs+Asts,24.5,demon,[11],"[29, 20, 16, 29, 11]",7,6,17,27.75,0,1,11.0,21.0,-13.5,-0.25,-55.102,1,1.337,NBA_game_K4W94cYl2FzkBxVT0Rh8NYk6
Bilal Coulibaly,SF,WAS,LAL,Pts+Rebs+Asts,19.5,demon,[11],"[29, 20, 16, 29, 11]",7,6,17,27.75,0,1,11.0,21.0,-8.5,-0.25,-43.59,1,1.717,NBA_game_K4W94cYl2FzkBxVT0Rh8NYk6
Bilal Coulibaly,SF,WAS,LAL,Rebounds,5.5,demon,[2],"[4, 5, 2, 6, 5]",11,19,11,45.51,0,1,2.0,4.4,-3.5,-0.25,-63.636,1,2.01,NBA_game_K4W94cYl2FzkBxVT0Rh8NYk6
Bilal Coulibaly,SF,WAS,LAL,Rebounds,4.5,demon,[2],"[4, 5, 2, 6, 5]",11,19,11,45.51,0,1,2.0,4.4,-2.5,-0.25,-55.556,1,2.478,NBA_game_K4W94cYl2FzkBxVT0Rh8NYk6
Bilal Coulibaly,SF,WAS,LAL,Rebs+Asts,9.5,demon,[4],"[8, 7, 5, 8, 7]",7,19,13,39.96,0,1,4.0,7.0,-5.5,-0.25,-57.895,1,1.288,NBA_game_K4W94cYl2FzkBxVT0Rh8NYk6
Bilal Coulibaly,SF,WAS,LAL,Rebs+Asts,7.5,demon,[4],"[8, 7, 5, 8, 7]",7,19,13,39.96,0,1,4.0,7.0,-3.5,-0.25,-46.667,1,2.11,NBA_game_K4W94cYl2FzkBxVT0Rh8NYk6
Bilal Coulibaly,SF,WAS,LAL,Steals,2.5,demon,[0],"[1, 3, 3, 0, 0]",3,9,20,26.085,0,1,0.0,1.4,-2.5,-0.25,-100.0,1,1.2,NBA_game_K4W94cYl2FzkBxVT0Rh8NYk6
Bilal Coulibaly,SF,WAS,LAL,Steals,1.5,demon,[0],"[1, 3, 3, 0, 0]",3,9,20,26.085,0,1,0.0,1.4,-1.5,-0.25,-100.0,1,1.321,NBA_game_K4W94cYl2FzkBxVT0Rh8NYk6
Bronny James,SG,LAL,WAS,3-PT Made,2.5,demon,[0],"[1, 0, 0, 0, 1]",7,1,12,19.425,0,1,0.0,0.4,-2.5,-0.25,-100.0,1,0.466,NBA_game_K4W94cYl2FzkBxVT0Rh8NYk6
Bronny James,SG,LAL,WAS,3-PT Made,1.5,demon,[0],"[1, 0, 0, 0, 1]",7,1,12,19.425,0,1,0.0,0.4,-1.5,-0.25,-100.0,1,0.7,NBA_game_K4W94cYl2FzkBxVT0Rh8NYk6
Bronny James,SG,LAL,WAS,Points,14.5,demon,[4],"[3, 0, 0, 4, 3]",7,2,7,17.76,0,1,4.0,2.0,-10.5,-0.25,-72.414,1,0.4,NBA_game_K4W94cYl2FzkBxVT0Rh8NYk6
Bronny James,SG,LAL,WAS,Points,9.5,demon,[4],"[3, 0, 0, 4, 3]",7,2,7,17.76,0,1,4.0,2.0,-5.5,-0.25,-57.895,1,0.4,NBA_game_K4W94cYl2FzkBxVT0Rh8NYk6
Bub Carrington,PG,WAS,LAL,3-PT Made,3.5,demon,[4],"[4, 1, 2, 4, 1]",6,8,13,26.085,1,1,4.0,2.4,0.5,0.143,14.286,1,2.439,NBA_game_K4W94cYl2FzkBxVT0Rh8NYk6
Bub Carrington,PG,WAS,LAL,3-PT Made,2.5,demon,[4],"[4, 1, 2, 4, 1]",6,8,13,26.085,1,1,4.0,2.4,1.5,0.25,60.0,1,2.757,NBA_game_K4W94cYl2FzkBxVT0Rh8NYk6
Bub Carrington,PG,WAS,LAL,Assists,7.5,demon,[6],"[3, 8, 3, 5, 4]",21,16,24,66.045,0,1,6.0,4.6,-1.5,-0.2,-20.0,1,2.593,NBA_game_K4W94cYl2FzkBxVT0Rh8NYk6
Bub Carrington,PG,WAS,LAL,Assists,6.5,demon,[6],"[3, 8, 3, 5, 4]",21,16,24,66.045,0.5,1,6.0,4.6,-0.5,-0.077,-7.692,1,3.171,NBA_game_K4W94cYl2FzkBxVT0Rh8NYk6
Bub Carrington,PG,WAS,LAL,Assists,5.5,demon,[6],"[3, 8, 3, 5, 4]",21,16,24,66.045,1,1,6.0,4.6,0.5,0.091,9.091,1,3.948,NBA_game_K4W94cYl2FzkBxVT0Rh8NYk6
Bub Carrington,PG,WAS,LAL,Points,14.5,demon,[15],"[19, 14, 12, 16, 11]",20,8,10,47.73,1,1,15.0,14.4,0.5,0.034,3.448,1,3.52,NBA_game_K4W94cYl2FzkBxVT0Rh8NYk6
Bub Carrington,PG,WAS,LAL,Pts+Asts,24.5,demon,[21],"[22, 22, 15, 21, 15]",20,11,12,52.17,0,1,21.0,19.0,-3.5,-0.143,-14.286,1,1.855,NBA_game_K4W94cYl2FzkBxVT0Rh8NYk6
Bub Carrington,PG,WAS,LAL,Pts+Asts,19.5,demon,[21],"[22, 22, 15, 21, 15]",20,11,12,52.17,1,1,21.0,19.0,1.5,0.077,7.692,1,3.826,NBA_game_K4W94cYl2FzkBxVT0Rh8NYk6
Bub Carrington,PG,WAS,LAL,Pts+Rebs,19.5,demon,[18],"[22, 15, 14, 18, 13]",19,10,9,47.73,0,1,18.0,16.4,-1.5,-0.077,-7.692,1,1.992,NBA_game_K4W94cYl2FzkBxVT0Rh8NYk6
Bub Carrington,PG,WAS,LAL,Pts+Rebs+Asts,24.5,demon,[24],"[25, 23, 17, 23, 17]",18,11,13,49.395,0.5,1,24.0,21.0,-0.5,-0.02,-2.041,1,2.609,NBA_game_K4W94cYl2FzkBxVT0Rh8NYk6
Bub Carrington,PG,WAS,LAL,Pts+Rebs+Asts,19.5,demon,[24],"[25, 23, 17, 23, 17]",18,11,13,49.395,1,1,24.0,21.0,4.5,0.231,23.077,1,3.873,NBA_game_K4W94cYl2FzkBxVT0Rh8NYk6
Bub Carrington,PG,WAS,LAL,Rebounds,5.5,demon,[3],"[3, 1, 2, 2, 2]",15,14,17,49.95,0,1,3.0,2.0,-2.5,-0.25,-45.455,1,1.687,NBA_game_K4W94cYl2FzkBxVT0Rh8NYk6
Bub Carrington,PG,WAS,LAL,Rebounds,3.5,demon,[3],"[3, 1, 2, 2, 2]",15,14,17,49.95,0.5,1,3.0,2.0,-0.5,-0.143,-14.286,1,2.372,NBA_game_K4W94cYl2FzkBxVT0Rh8NYk6
Bub Carrington,PG,WAS,LAL,Rebs+Asts,11.5,demon,[9],"[6, 9, 5, 7, 6]",16,17,22,57.72,0,1,9.0,6.6,-2.5,-0.217,-21.739,1,2.017,NBA_game_K4W94cYl2FzkBxVT0Rh8NYk6
Bub Carrington,PG,WAS,LAL,Rebs+Asts,9.5,demon,[9],"[6, 9, 5, 7, 6]",16,17,22,57.72,0.5,1,9.0,6.6,-0.5,-0.053,-5.263,1,2.735,NBA_game_K4W94cYl2FzkBxVT0Rh8NYk6
CJ McCollum,PG,ATL,BOS,3-PT Made,4.5,demon,"[0, 3, 0, 1, 3]","[1, 3, 5, 3, 2]",9,14,17,39.96,0,5,1.4,2.8,-3.1,-0.25,-68.889,5,1.206,NBA_game_qDIIeJAd4dQJgtvkRNR3fXLd
CJ McCollum,PG,ATL,BOS,3-PT Made,3.5,demon,"[0, 3, 0, 1, 3]","[1, 3, 5, 3, 2]",9,14,17,39.96,1.0,5,1.4,2.8,-2.1,-0.25,-60.0,5,2.117,NBA_game_qDIIeJAd4dQJgtvkRNR3fXLd
CJ McCollum,PG,ATL,BOS,Assists,6.5,demon,"[4, 3, 4, 3, 2]","[5, 9, 5, 2, 5]",4,4,3,12.765,0,5,3.2,5.2,-3.3,-0.25,-50.769,5,0.152,NBA_game_qDIIeJAd4dQJgtvkRNR3fXLd
CJ McCollum,PG,ATL,BOS,Assists,5.5,demon,"[4, 3, 4, 3, 2]","[5, 9, 5, 2, 5]",4,4,3,12.765,0,5,3.2,5.2,-2.3,-0.25,-41.818,5,0.598,NBA_game_qDIIeJAd4dQJgtvkRNR3fXLd
CJ McCollum,PG,ATL,BOS,Assists,4.5,demon,"[4, 3, 4, 3, 2]","[5, 9, 5, 2, 5]",4,4,3,12.765,1.0,5,3.2,5.2,-1.3,-0.25,-28.889,5,1.733,NBA_game_qDIIeJAd4dQJgtvkRNR3fXLd
CJ McCollum,PG,ATL,BOS,Blocked Shots,0.5,demon,"[0, 1, 2, 0, 0]","[0, 0, 0, 0, 0]",1,15,3,19.98,2,5,0.6,0.0,0.1,0.2,20.0,5,2.289,NBA_game_qDIIeJAd4dQJgtvkRNR3fXLd
CJ McCollum,PG,ATL,BOS,Points,24.5,demon,"[3, 22, 11, 13, 21]","[23, 15, 27, 21, 22]",6,7,5,20.535,0,5,14.0,21.6,-10.5,-0.25,-42.857,5,0.517,NBA_game_qDIIeJAd4dQJgtvkRNR3fXLd
CJ McCollum,PG,ATL,BOS,Points,20.5,demon,"[3, 22, 11, 13, 21]","[23, 15, 27, 21, 22]",6,7,5,20.535,2,5,14.0,21.6,-6.5,-0.25,-31.707,5,2.62,NBA_game_qDIIeJAd4dQJgtvkRNR3fXLd
CJ McCollum,PG,ATL,BOS,Points,19.5,demon,"[3, 22, 11, 13, 21]","[23, 15, 27, 21, 22]",6,7,5,20.535,2,5,14.0,21.6,-5.5,-0.25,-28.205,5,2.656,NBA_game_qDIIeJAd4dQJgtvkRNR3fXLd
CJ McCollum,PG,ATL,BOS,Pts+Asts,29.5,demon,"[7, 25, 15, 16, 23]","[28, 24, 32, 23, 27]",4,6,4,15.54,0,5,17.2,26.8,-12.3,-0.25,-41.695,5,0.335,NBA_game_qDIIeJAd4dQJgtvkRNR3fXLd
CJ McCollum,PG,ATL,BOS,Pts+Asts,24.5,demon,"[7, 25, 15, 16, 23]","[28, 24, 32, 23, 27]",4,6,4,15.54,1,5,17.2,26.8,-7.3,-0.25,-29.796,5,1.686,NBA_game_qDIIeJAd4dQJgtvkRNR3fXLd
CJ McCollum,PG,ATL,BOS,Pts+Rebs,29.5,demon,"[4, 24, 18, 16, 26]","[26, 19, 28, 26, 26]",6,8,7,22.755,0,5,17.6,25.0,-11.9,-0.25,-40.339,5,0.349,NBA_game_qDIIeJAd4dQJgtvkRNR3fXLd
CJ McCollum,PG,ATL,BOS,Pts+Rebs,24.5,demon,"[4, 24, 18, 16, 26]","[26, 19, 28, 26, 26]",6,8,7,22.755,1.5,5,17.6,25.0,-6.9,-0.25,-28.163,5,2.364,NBA_game_qDIIeJAd4dQJgtvkRNR3fXLd
CJ McCollum,PG,ATL,BOS,Pts+Rebs+Asts,29.5,demon,"[8, 27, 22, 19, 28]","[31, 28, 33, 28, 31]",3,6,5,14.43,0,5,20.8,30.2,-8.7,-0.25,-29.492,5,0.834,NBA_game_qDIIeJAd4dQJgtvkRNR3fXLd
CJ McCollum,PG,ATL,BOS,Pts+Rebs+Asts,27.5,demon,"[8, 27, 22, 19, 28]","[31, 28, 33, 28, 31]",3,6,5,14.43,1.5,5,20.8,30.2,-6.7,-0.244,-24.364,5,2.327,NBA_game_qDIIeJAd4dQJgtvkRNR3fXLd
CJ McCollum,PG,ATL,BOS,Pts+Rebs+Asts,25.5,demon,"[8, 27, 22, 19, 28]","[31, 28, 33, 28, 31]",3,6,5,14.43,2,5,20.8,30.2,-4.7,-0.184,-18.431,5,2.817,NBA_game_qDIIeJAd4dQJgtvkRNR3fXLd
CJ McCollum,PG,ATL,BOS,Rebounds,5.5,demon,"[1, 2, 7, 3, 5]","[3, 4, 1, 5, 4]",11,16,12,42.735,1.5,5,3.6,3.4,-1.9,-0.25,-34.545,5,2.167,NBA_game_qDIIeJAd4dQJgtvkRNR3fXLd
CJ McCollum,PG,ATL,BOS,Rebounds,4.5,demon,"[1, 2, 7, 3, 5]","[3, 4, 1, 5, 4]",11,16,12,42.735,2,5,3.6,3.4,-0.9,-0.2,-20.0,5,2.935,NBA_game_qDIIeJAd4dQJgtvkRNR3fXLd
CJ McCollum,PG,ATL,BOS,Rebounds,3.5,demon,"[1, 2, 7, 3, 5]","[3, 4, 1, 5, 4]",11,16,12,42.735,2.5,5,3.6,3.4,0.1,0.029,2.857,5,4.171,NBA_game_qDIIeJAd4dQJgtvkRNR3fXLd
CJ McCollum,PG,ATL,BOS,Rebs+Asts,9.5,demon,"[5, 5, 11, 6, 7]","[8, 13, 6, 7, 9]",6,5,6,18.87,1,5,6.8,8.6,-2.7,-0.25,-28.421,5,1.227,NBA_game_qDIIeJAd4dQJgtvkRNR3fXLd
CJ McCollum,PG,ATL,BOS,Rebs+Asts,8.5,demon,"[5, 5, 11, 6, 7]","[8, 13, 6, 7, 9]",6,5,6,18.87,1,5,6.8,8.6,-1.7,-0.2,-20.0,5,1.623,NBA_game_qDIIeJAd4dQJgtvkRNR3fXLd
CJ McCollum,PG,ATL,BOS,Rebs+Asts,7.5,demon,"[5, 5, 11, 6, 7]","[8, 13, 6, 7, 9]",6,5,6,18.87,1.5,5,6.8,8.6,-0.7,-0.093,-9.333,5,2.465,NBA_game_qDIIeJAd4dQJgtvkRNR3fXLd
CJ McCollum,PG,ATL,BOS,Steals,1.5,demon,"[0, 1, 0, 1, 0]","[0, 1, 1, 0, 1]",10,10,11,33.855,0,5,0.4,0.6,-1.1,-0.25,-73.333,5,0.729,NBA_game_qDIIeJAd4dQJgtvkRNR3fXLd
CJ McCollum,PG,ATL,BOS,Turnovers,1.5,demon,"[0, 4, 3, 1, 0]","[2, 2, 4, 0, 1]",2,1,3,6.105,2,5,1.6,1.8,0.1,0.067,6.667,5,2.489,NBA_game_qDIIeJAd4dQJgtvkRNR3fXLd
Caris LeVert,SG,DET,OKC,3-PT Made,2.5,demon,[1],"[3, 0, 0, 0, 0]",27,26,27,88.8,0,1,1.0,0.6,-1.5,-0.25,-60.0,1,3.475,NBA_game_0rczAa7DuSanqO6U3tpwD1v2
Caris LeVert,SG,DET,OKC,3-PT Made,1.5,demon,[1],"[3, 0, 0, 0, 0]",27,26,27,88.8,0.5,1,1.0,0.6,-0.5,-0.25,-33.333,1,3.981,NBA_game_0rczAa7DuSanqO6U3tpwD1v2
Caris LeVert,SG,DET,OKC,Assists,5.5,demon,[1],"[6, 5, 4, 2, 4]",8,1,2,15.54,0,1,1.0,4.2,-4.5,-0.25,-81.818,1,0.67,NBA_game_0rczAa7DuSanqO6U3tpwD1v2
Caris LeVert,SG,DET,OKC,Assists,4.5,demon,[1],"[6, 5, 4, 2, 4]",8,1,2,15.54,0,1,1.0,4.2,-3.5,-0.25,-77.778,1,1.133,NBA_game_0rczAa7DuSanqO6U3tpwD1v2
