Name,Position,Team,AgainstTeam,Stat,Line,Odds,H2HArray,L5Array,l7_mr,l15_mr,l30_mr,FinalMatchupScore,Temp,Size,H2HAvg,L5Avg,Diff,Rel Diff,Percent,Sample Size,Score,GameId
Caris LeVert,SG,DET,OKC,Assists,3.5,demon,[1],"[6, 5, 4, 2, 4]",8,1,2,15.54,0,1,1.0,4.2,-2.5,-0.25,-71.429,1,1.544,NBA_game_0rczAa7DuSanqO6U3tpwD1v2
Caris LeVert,SG,DET,OKC,Points,14.5,demon,[9],"[14, 5, 8, 4, 8]",23,12,9,56.61,0,1,9.0,7.8,-5.5,-0.25,-37.931,1,2.071,NBA_game_0rczAa7DuSanqO6U3tpwD1v2
Caris LeVert,SG,DET,OKC,Points,11.5,demon,[9],"[14, 5, 8, 4, 8]",23,12,9,56.61,0,1,9.0,7.8,-2.5,-0.217,-21.739,1,2.206,NBA_game_0rczAa7DuSanqO6U3tpwD1v2
Caris LeVert,SG,DET,OKC,Pts+Asts,19.5,demon,[10],"[20, 10, 12, 6, 12]",20,8,6,45.51,0,1,10.0,12.0,-9.5,-0.25,-48.718,1,1.743,NBA_game_0rczAa7DuSanqO6U3tpwD1v2
Caris LeVert,SG,DET,OKC,Pts+Asts,14.5,demon,[10],"[20, 10, 12, 6, 12]",20,8,6,45.51,0,1,10.0,12.0,-4.5,-0.25,-31.034,1,1.795,NBA_game_0rczAa7DuSanqO6U3tpwD1v2
Caris LeVert,SG,DET,OKC,Pts+Rebs,19.5,demon,[9],"[19, 7, 11, 9, 10]",22,14,12,58.83,0,1,9.0,11.2,-10.5,-0.25,-53.846,1,2.159,NBA_game_0rczAa7DuSanqO6U3tpwD1v2
Caris LeVert,SG,DET,OKC,Pts+Rebs,14.5,demon,[9],"[19, 7, 11, 9, 10]",22,14,12,58.83,0,1,9.0,11.2,-5.5,-0.25,-37.931,1,2.291,NBA_game_0rczAa7DuSanqO6U3tpwD1v2
Caris LeVert,SG,DET,OKC,Pts+Rebs+Asts,24.5,demon,[10],"[25, 12, 15, 11, 14]",22,11,10,54.39,0,1,10.0,15.4,-14.5,-0.25,-59.184,1,2.098,NBA_game_0rczAa7DuSanqO6U3tpwD1v2
Caris LeVert,SG,DET,OKC,Pts+Rebs+Asts,19.5,demon,[10],"[25, 12, 15, 11, 14]",22,11,10,54.39,0,1,10.0,15.4,-9.5,-0.25,-48.718,1,2.125,NBA_game_0rczAa7DuSanqO6U3tpwD1v2
Caris LeVert,SG,DET,OKC,Rebounds,5.5,demon,[0],"[5, 2, 3, 5, 2]",25,25,25,83.25,0,1,0.0,3.4,-5.5,-0.25,-100.0,1,3.253,NBA_game_0rczAa7DuSanqO6U3tpwD1v2
Caris LeVert,SG,DET,OKC,Rebounds,4.5,demon,[0],"[5, 2, 3, 5, 2]",25,25,25,83.25,0,1,0.0,3.4,-4.5,-0.25,-100.0,1,3.49,NBA_game_0rczAa7DuSanqO6U3tpwD1v2
Caris LeVert,SG,DET,OKC,Rebounds,3.5,demon,[0],"[5, 2, 3, 5, 2]",25,25,25,83.25,0,1,0.0,3.4,-3.5,-0.25,-100.0,1,3.75,NBA_game_0rczAa7DuSanqO6U3tpwD1v2
Caris LeVert,SG,DET,OKC,Rebs+Asts,9.5,demon,[1],"[11, 7, 7, 7, 6]",15,7,10,38.295,0,1,1.0,7.6,-8.5,-0.25,-89.474,1,1.488,NBA_game_0rczAa7DuSanqO6U3tpwD1v2
Caris LeVert,SG,DET,OKC,Rebs+Asts,7.5,demon,[1],"[11, 7, 7, 7, 6]",15,7,10,38.295,0,1,1.0,7.6,-6.5,-0.25,-86.667,1,1.979,NBA_game_0rczAa7DuSanqO6U3tpwD1v2
Cason Wallace,SF,OKC,DET,3-PT Made,2.5,demon,[3],"[0, 1, 1, 5, 0]",4,9,22,28.86,1,1,3.0,1.4,0.5,0.2,20.0,1,2.349,NBA_game_0rczAa7DuSanqO6U3tpwD1v2
Cason Wallace,SF,OKC,DET,3-PT Made,1.5,demon,[3],"[0, 1, 1, 5, 0]",4,9,22,28.86,1,1,3.0,1.4,1.5,0.25,100.0,1,2.733,NBA_game_0rczAa7DuSanqO6U3tpwD1v2
Cason Wallace,SF,OKC,DET,Assists,4.5,demon,[5],"[3, 3, 0, 2, 1]",11,5,1,24.42,1,1,5.0,1.8,0.5,0.111,11.111,1,1.887,NBA_game_0rczAa7DuSanqO6U3tpwD1v2
Cason Wallace,SF,OKC,DET,Assists,3.5,demon,[5],"[3, 3, 0, 2, 1]",11,5,1,24.42,1,1,5.0,1.8,1.5,0.25,42.857,1,2.201,NBA_game_0rczAa7DuSanqO6U3tpwD1v2
Cason Wallace,SF,OKC,DET,Points,14.5,demon,[23],"[4, 5, 7, 21, 5]",5,13,7,26.64,1,1,23.0,8.4,8.5,0.25,58.621,1,2.289,NBA_game_0rczAa7DuSanqO6U3tpwD1v2
Cason Wallace,SF,OKC,DET,Points,11.5,demon,[23],"[4, 5, 7, 21, 5]",5,13,7,26.64,1,1,23.0,8.4,11.5,0.25,100.0,1,2.289,NBA_game_0rczAa7DuSanqO6U3tpwD1v2
Cason Wallace,SF,OKC,DET,Points,9.5,demon,[23],"[4, 5, 7, 21, 5]",5,13,7,26.64,1,1,23.0,8.4,13.5,0.25,142.105,1,2.379,NBA_game_0rczAa7DuSanqO6U3tpwD1v2
Cason Wallace,SF,OKC,DET,Pts+Asts,14.5,demon,[28],"[7, 8, 7, 23, 6]",5,12,6,24.975,1,1,28.0,10.2,13.5,0.25,93.103,1,2.223,NBA_game_0rczAa7DuSanqO6U3tpwD1v2
Cason Wallace,SF,OKC,DET,Pts+Rebs,14.5,demon,[25],"[6, 6, 11, 26, 6]",3,11,5,19.98,1,1,25.0,11.0,10.5,0.25,72.414,1,2.029,NBA_game_0rczAa7DuSanqO6U3tpwD1v2
Cason Wallace,SF,OKC,DET,Pts+Rebs+Asts,19.5,demon,[30],"[9, 9, 11, 28, 7]",3,9,2,16.095,1,1,30.0,12.8,10.5,0.25,53.846,1,1.868,NBA_game_0rczAa7DuSanqO6U3tpwD1v2
Cason Wallace,SF,OKC,DET,Rebounds,5.5,demon,[2],"[2, 1, 4, 5, 1]",2,8,2,13.32,0,1,2.0,2.6,-3.5,-0.25,-63.636,1,0.339,NBA_game_0rczAa7DuSanqO6U3tpwD1v2
Cason Wallace,SF,OKC,DET,Rebounds,4.5,demon,[2],"[2, 1, 4, 5, 1]",2,8,2,13.32,0,1,2.0,2.6,-2.5,-0.25,-55.556,1,0.572,NBA_game_0rczAa7DuSanqO6U3tpwD1v2
Cason Wallace,SF,OKC,DET,Rebounds,3.5,demon,[2],"[2, 1, 4, 5, 1]",2,8,2,13.32,0,1,2.0,2.6,-1.5,-0.25,-42.857,1,0.689,NBA_game_0rczAa7DuSanqO6U3tpwD1v2
Cason Wallace,SF,OKC,DET,Rebs+Asts,9.5,demon,[7],"[5, 4, 4, 7, 2]",3,4,1,9.99,0,1,7.0,4.4,-2.5,-0.25,-26.316,1,0.089,NBA_game_0rczAa7DuSanqO6U3tpwD1v2
Cason Wallace,SF,OKC,DET,Rebs+Asts,7.5,demon,[7],"[5, 4, 4, 7, 2]",3,4,1,9.99,0.5,1,7.0,4.4,-0.5,-0.067,-6.667,1,0.818,NBA_game_0rczAa7DuSanqO6U3tpwD1v2
Cason Wallace,SF,OKC,DET,Steals,2.5,demon,[1],"[0, 1, 1, 3, 1]",17,6,4,37.185,0,1,1.0,1.2,-1.5,-0.25,-60.0,1,1.41,NBA_game_0rczAa7DuSanqO6U3tpwD1v2
Cason Wallace,SF,OKC,DET,Steals,1.5,demon,[1],"[0, 1, 1, 3, 1]",17,6,4,37.185,0,1,1.0,1.2,-0.5,-0.25,-33.333,1,1.443,NBA_game_0rczAa7DuSanqO6U3tpwD1v2
Cedric Coward,SG,MEM,PHX,3-PT Made,3.5,demon,[2],"[2, 0, 2, 1, 2]",18,12,11,49.395,0,1,2.0,1.4,-1.5,-0.25,-42.857,1,1.665,NBA_game_XQLsQE3JYfKUtCSFyLjB0UtO
Cedric Coward,SG,MEM,PHX,3-PT Made,2.5,demon,[2],"[2, 0, 2, 1, 2]",18,12,11,49.395,0.5,1,2.0,1.4,-0.5,-0.2,-20.0,1,2.55,NBA_game_XQLsQE3JYfKUtCSFyLjB0UtO
Cedric Coward,SG,MEM,PHX,Assists,5.5,demon,[1],"[5, 1, 4, 2, 4]",4,9,4,18.87,0,1,1.0,3.2,-4.5,-0.25,-81.818,1,0.561,NBA_game_XQLsQE3JYfKUtCSFyLjB0UtO
Cedric Coward,SG,MEM,PHX,Assists,4.5,demon,[1],"[5, 1, 4, 2, 4]",4,9,4,18.87,0,1,1.0,3.2,-3.5,-0.25,-77.778,1,0.911,NBA_game_XQLsQE3JYfKUtCSFyLjB0UtO
Cedric Coward,SG,MEM,PHX,Assists,3.5,demon,[1],"[5, 1, 4, 2, 4]",4,9,4,18.87,0,1,1.0,3.2,-2.5,-0.25,-71.429,1,1.253,NBA_game_XQLsQE3JYfKUtCSFyLjB0UtO
Cedric Coward,SG,MEM,PHX,Blks+Stls,1.5,demon,[1],"[1, 1, 0, 1, 4]",1,1,1,3.33,0,1,1.0,1.4,-0.5,-0.25,-33.333,1,0.178,NBA_game_XQLsQE3JYfKUtCSFyLjB0UtO
Cedric Coward,SG,MEM,PHX,Blocked Shots,0.5,demon,[1],"[1, 0, 0, 0, 0]",3,1,1,6.66,1,1,1.0,0.2,0.5,0.25,100.0,1,1.49,NBA_game_XQLsQE3JYfKUtCSFyLjB0UtO
Cedric Coward,SG,MEM,PHX,Points,20.5,demon,[14],"[17, 15, 12, 10, 24]",21,9,6,48.285,0,1,14.0,15.6,-6.5,-0.25,-31.707,1,1.862,NBA_game_XQLsQE3JYfKUtCSFyLjB0UtO
Cedric Coward,SG,MEM,PHX,Points,19.5,demon,[14],"[17, 15, 12, 10, 24]",21,9,6,48.285,0,1,14.0,15.6,-5.5,-0.25,-28.205,1,1.887,NBA_game_XQLsQE3JYfKUtCSFyLjB0UtO
Cedric Coward,SG,MEM,PHX,Points,18.5,demon,[14],"[17, 15, 12, 10, 24]",21,9,6,48.285,0,1,14.0,15.6,-4.5,-0.243,-24.324,1,1.92,NBA_game_XQLsQE3JYfKUtCSFyLjB0UtO
Cedric Coward,SG,MEM,PHX,Pts+Asts,24.5,demon,[15],"[22, 16, 16, 12, 28]",18,10,3,42.735,0,1,15.0,18.8,-9.5,-0.25,-38.776,1,1.644,NBA_game_XQLsQE3JYfKUtCSFyLjB0UtO
Cedric Coward,SG,MEM,PHX,Pts+Asts,19.5,demon,[15],"[22, 16, 16, 12, 28]",18,10,3,42.735,0,1,15.0,18.8,-4.5,-0.231,-23.077,1,2.019,NBA_game_XQLsQE3JYfKUtCSFyLjB0UtO
Cedric Coward,SG,MEM,PHX,Pts+Rebs,29.5,demon,[18],"[17, 22, 13, 14, 33]",20,8,6,45.51,0,1,18.0,19.8,-11.5,-0.25,-38.983,1,1.743,NBA_game_XQLsQE3JYfKUtCSFyLjB0UtO
Cedric Coward,SG,MEM,PHX,Pts+Rebs,24.5,demon,[18],"[17, 22, 13, 14, 33]",20,8,6,45.51,0,1,18.0,19.8,-6.5,-0.25,-26.531,1,1.782,NBA_game_XQLsQE3JYfKUtCSFyLjB0UtO
Cedric Coward,SG,MEM,PHX,Pts+Rebs+Asts,29.5,demon,[19],"[22, 23, 17, 16, 37]",15,10,4,38.295,0,1,19.0,23.0,-10.5,-0.25,-35.593,1,1.475,NBA_game_XQLsQE3JYfKUtCSFyLjB0UtO
Cedric Coward,SG,MEM,PHX,Pts+Rebs+Asts,27.5,demon,[19],"[22, 23, 17, 16, 37]",15,10,4,38.295,0,1,19.0,23.0,-8.5,-0.25,-30.909,1,1.512,NBA_game_XQLsQE3JYfKUtCSFyLjB0UtO
Cedric Coward,SG,MEM,PHX,Pts+Rebs+Asts,25.5,demon,[19],"[22, 23, 17, 16, 37]",15,10,4,38.295,0,1,19.0,23.0,-6.5,-0.25,-25.49,1,1.556,NBA_game_XQLsQE3JYfKUtCSFyLjB0UtO
Cedric Coward,SG,MEM,PHX,Rebounds,8.5,demon,[4],"[0, 7, 1, 4, 9]",12,16,18,47.73,0,1,4.0,4.2,-4.5,-0.25,-52.941,1,1.832,NBA_game_XQLsQE3JYfKUtCSFyLjB0UtO
Cedric Coward,SG,MEM,PHX,Rebounds,7.5,demon,[4],"[0, 7, 1, 4, 9]",12,16,18,47.73,0,1,4.0,4.2,-3.5,-0.25,-46.667,1,1.949,NBA_game_XQLsQE3JYfKUtCSFyLjB0UtO
Cedric Coward,SG,MEM,PHX,Rebounds,6.5,demon,[4],"[0, 7, 1, 4, 9]",12,16,18,47.73,0,1,4.0,4.2,-2.5,-0.25,-38.462,1,2.065,NBA_game_XQLsQE3JYfKUtCSFyLjB0UtO
Cedric Coward,SG,MEM,PHX,Rebs+Asts,11.5,demon,[5],"[5, 8, 5, 6, 13]",4,11,9,23.865,0,1,5.0,7.4,-6.5,-0.25,-56.522,1,0.877,NBA_game_XQLsQE3JYfKUtCSFyLjB0UtO
Cedric Coward,SG,MEM,PHX,Rebs+Asts,10.5,demon,[5],"[5, 8, 5, 6, 13]",4,11,9,23.865,0,1,5.0,7.4,-5.5,-0.25,-52.381,1,0.877,NBA_game_XQLsQE3JYfKUtCSFyLjB0UtO
Cedric Coward,SG,MEM,PHX,Rebs+Asts,9.5,demon,[5],"[5, 8, 5, 6, 13]",4,11,9,23.865,0,1,5.0,7.4,-4.5,-0.25,-47.368,1,0.897,NBA_game_XQLsQE3JYfKUtCSFyLjB0UtO
Cedric Coward,SG,MEM,PHX,Steals,1.5,demon,[0],"[0, 1, 0, 1, 4]",1,1,2,3.885,0,1,0.0,1.2,-1.5,-0.25,-100.0,1,0.111,NBA_game_XQLsQE3JYfKUtCSFyLjB0UtO
Cedric Coward,SG,MEM,PHX,Turnovers,2.5,demon,[3],"[2, 1, 0, 0, 3]",14,13,15,46.065,1,1,3.0,1.2,0.5,0.2,20.0,1,3.038,NBA_game_XQLsQE3JYfKUtCSFyLjB0UtO
Cody Williams,SG,UTA,CLE,3-PT Made,1.5,demon,[2],"[1, 0, 0, 0, 0]",16,5,21,43.845,1,1,2.0,0.2,0.5,0.25,33.333,1,2.861,NBA_game_DhKB0oWG1VFqJj5HAndhPQkM
Cody Williams,SG,UTA,CLE,Assists,4.5,demon,[2],"[5, 3, 1, 7, 2]",9,12,6,31.635,0,1,2.0,3.6,-2.5,-0.25,-55.556,1,1.455,NBA_game_DhKB0oWG1VFqJj5HAndhPQkM
Cody Williams,SG,UTA,CLE,Assists,3.5,demon,[2],"[5, 3, 1, 7, 2]",9,12,6,31.635,0,1,2.0,3.6,-1.5,-0.25,-42.857,1,1.724,NBA_game_DhKB0oWG1VFqJj5HAndhPQkM
Cody Williams,SG,UTA,CLE,Blocked Shots,1.5,demon,[0],"[0, 0, 1, 0, 1]",23,23,16,72.705,0,1,0.0,0.4,-1.5,-0.25,-100.0,1,2.598,NBA_game_DhKB0oWG1VFqJj5HAndhPQkM
Cody Williams,SG,UTA,CLE,Points,19.5,demon,[8],"[23, 15, 24, 24, 0]",8,7,12,27.75,0,1,8.0,17.2,-11.5,-0.25,-58.974,1,1.587,NBA_game_DhKB0oWG1VFqJj5HAndhPQkM
Cody Williams,SG,UTA,CLE,Points,17.5,demon,[8],"[23, 15, 24, 24, 0]",8,7,12,27.75,0,1,8.0,17.2,-9.5,-0.25,-54.286,1,1.654,NBA_game_DhKB0oWG1VFqJj5HAndhPQkM
Cody Williams,SG,UTA,CLE,Points,14.5,demon,[8],"[23, 15, 24, 24, 0]",8,7,12,27.75,0,1,8.0,17.2,-6.5,-0.25,-44.828,1,2.023,NBA_game_DhKB0oWG1VFqJj5HAndhPQkM
Cody Williams,SG,UTA,CLE,Pts+Asts,24.5,demon,[10],"[28, 18, 25, 31, 2]",6,9,9,24.975,0,1,10.0,20.8,-14.5,-0.25,-59.184,1,1.454,NBA_game_DhKB0oWG1VFqJj5HAndhPQkM
Cody Williams,SG,UTA,CLE,Pts+Asts,19.5,demon,[10],"[28, 18, 25, 31, 2]",6,9,9,24.975,0,1,10.0,20.8,-9.5,-0.25,-48.718,1,1.599,NBA_game_DhKB0oWG1VFqJj5HAndhPQkM
Cody Williams,SG,UTA,CLE,Pts+Rebs,24.5,demon,[11],"[26, 15, 28, 24, 2]",7,7,9,24.42,0,1,11.0,19.0,-13.5,-0.25,-55.102,1,1.267,NBA_game_DhKB0oWG1VFqJj5HAndhPQkM
Cody Williams,SG,UTA,CLE,Pts+Rebs,19.5,demon,[11],"[26, 15, 28, 24, 2]",7,7,9,24.42,0,1,11.0,19.0,-8.5,-0.25,-43.59,1,1.515,NBA_game_DhKB0oWG1VFqJj5HAndhPQkM
Cody Williams,SG,UTA,CLE,Pts+Rebs+Asts,29.5,demon,[13],"[31, 18, 29, 31, 4]",7,9,8,26.085,0,1,13.0,22.6,-16.5,-0.25,-55.932,1,1.327,NBA_game_DhKB0oWG1VFqJj5HAndhPQkM
Cody Williams,SG,UTA,CLE,Pts+Rebs+Asts,24.5,demon,[13],"[31, 18, 29, 31, 4]",7,9,8,26.085,0,1,13.0,22.6,-11.5,-0.25,-46.939,1,1.547,NBA_game_DhKB0oWG1VFqJj5HAndhPQkM
Cody Williams,SG,UTA,CLE,Pts+Rebs+Asts,23.5,demon,[13],"[31, 18, 29, 31, 4]",7,9,8,26.085,0,1,13.0,22.6,-10.5,-0.25,-44.681,1,1.574,NBA_game_DhKB0oWG1VFqJj5HAndhPQkM
Cody Williams,SG,UTA,CLE,Rebounds,6.5,demon,[3],"[3, 0, 4, 0, 2]",8,14,7,32.745,0,1,3.0,1.8,-3.5,-0.25,-53.846,1,0.999,NBA_game_DhKB0oWG1VFqJj5HAndhPQkM
Cody Williams,SG,UTA,CLE,Rebounds,5.5,demon,[3],"[3, 0, 4, 0, 2]",8,14,7,32.745,0,1,3.0,1.8,-2.5,-0.25,-45.455,1,0.999,NBA_game_DhKB0oWG1VFqJj5HAndhPQkM
Cody Williams,SG,UTA,CLE,Rebounds,4.5,demon,[3],"[3, 0, 4, 0, 2]",8,14,7,32.745,0,1,3.0,1.8,-1.5,-0.25,-33.333,1,1.116,NBA_game_DhKB0oWG1VFqJj5HAndhPQkM
Cody Williams,SG,UTA,CLE,Rebs+Asts,9.5,demon,[5],"[8, 3, 5, 7, 4]",6,12,6,26.64,0,1,5.0,5.4,-4.5,-0.25,-47.368,1,0.755,NBA_game_DhKB0oWG1VFqJj5HAndhPQkM
Cody Williams,SG,UTA,CLE,Rebs+Asts,8.5,demon,[5],"[8, 3, 5, 7, 4]",6,12,6,26.64,0,1,5.0,5.4,-3.5,-0.25,-41.176,1,0.872,NBA_game_DhKB0oWG1VFqJj5HAndhPQkM
Cody Williams,SG,UTA,CLE,Rebs+Asts,7.5,demon,[5],"[8, 3, 5, 7, 4]",6,12,6,26.64,0,1,5.0,5.4,-2.5,-0.25,-33.333,1,1.105,NBA_game_DhKB0oWG1VFqJj5HAndhPQkM
Cody Williams,SG,UTA,CLE,Steals,2.5,demon,[0],"[1, 0, 2, 2, 1]",13,12,24,48.285,0,1,0.0,1.2,-2.5,-0.25,-100.0,1,1.621,NBA_game_DhKB0oWG1VFqJj5HAndhPQkM
Cody Williams,SG,UTA,CLE,Steals,1.5,demon,[0],"[1, 0, 2, 2, 1]",13,12,24,48.285,0,1,0.0,1.2,-1.5,-0.25,-100.0,1,2.121,NBA_game_DhKB0oWG1VFqJj5HAndhPQkM
Cody Williams,SG,UTA,CLE,Turnovers,2.5,demon,[2],"[1, 3, 4, 1, 3]",9,12,21,39.96,0,1,2.0,2.4,-0.5,-0.2,-20.0,1,2.156,NBA_game_DhKB0oWG1VFqJj5HAndhPQkM
Collin Gillespie,PG,PHX,MEM,3-PT Made,4.5,demon,"[3, 2]","[6, 4, 4, 2, 0]",27,26,26,88.245,0,2,2.5,3.2,-2.0,-0.25,-44.444,2,3.578,NBA_game_XQLsQE3JYfKUtCSFyLjB0UtO
Collin Gillespie,PG,PHX,MEM,3-PT Made,3.5,demon,"[3, 2]","[6, 4, 4, 2, 0]",27,26,26,88.245,0.5,2,2.5,3.2,-1.0,-0.25,-28.571,2,4.363,NBA_game_XQLsQE3JYfKUtCSFyLjB0UtO
Collin Gillespie,PG,PHX,MEM,Assists,6.5,demon,"[5, 3]","[6, 6, 3, 1, 7]",17,25,26,70.485,0,2,4.0,4.6,-2.5,-0.25,-38.462,2,2.867,NBA_game_XQLsQE3JYfKUtCSFyLjB0UtO
Collin Gillespie,PG,PHX,MEM,Assists,5.5,demon,"[5, 3]","[6, 6, 3, 1, 7]",17,25,26,70.485,0.5,2,4.0,4.6,-1.5,-0.25,-27.273,2,3.601,NBA_game_XQLsQE3JYfKUtCSFyLjB0UtO
Collin Gillespie,PG,PHX,MEM,Blks+Stls,1.5,demon,"[3, 1]","[2, 0, 1, 1, 2]",27,30,26,92.685,1,2,2.0,1.2,0.5,0.25,33.333,2,5.179,NBA_game_XQLsQE3JYfKUtCSFyLjB0UtO
Collin Gillespie,PG,PHX,MEM,Blocked Shots,0.5,demon,"[1, 0]","[0, 0, 0, 0, 1]",26,26,24,85.47,1,2,0.5,0.2,0.0,0.0,0.0,2,4.372,NBA_game_XQLsQE3JYfKUtCSFyLjB0UtO
Collin Gillespie,PG,PHX,MEM,Points,19.5,demon,"[14, 10]","[24, 18, 16, 11, 0]",16,12,13,47.175,0,2,12.0,13.8,-7.5,-0.25,-38.462,2,1.702,NBA_game_XQLsQE3JYfKUtCSFyLjB0UtO
Collin Gillespie,PG,PHX,MEM,Points,15.5,demon,"[14, 10]","[24, 18, 16, 11, 0]",16,12,13,47.175,0,2,12.0,13.8,-3.5,-0.226,-22.581,2,2.286,NBA_game_XQLsQE3JYfKUtCSFyLjB0UtO
Collin Gillespie,PG,PHX,MEM,Points,14.5,demon,"[14, 10]","[24, 18, 16, 11, 0]",16,12,13,47.175,0.5,2,12.0,13.8,-2.5,-0.172,-17.241,2,2.824,NBA_game_XQLsQE3JYfKUtCSFyLjB0UtO
Collin Gillespie,PG,PHX,MEM,Pts+Asts,24.5,demon,"[19, 13]","[30, 24, 19, 12, 7]",15,17,17,53.28,0,2,16.0,18.4,-8.5,-0.25,-34.694,2,2.063,NBA_game_XQLsQE3JYfKUtCSFyLjB0UtO
Collin Gillespie,PG,PHX,MEM,Pts+Asts,19.5,demon,"[19, 13]","[30, 24, 19, 12, 7]",15,17,17,53.28,0.5,2,16.0,18.4,-3.5,-0.179,-17.949,2,2.939,NBA_game_XQLsQE3JYfKUtCSFyLjB0UtO
Collin Gillespie,PG,PHX,MEM,Pts+Rebs,24.5,demon,"[20, 18]","[26, 22, 20, 14, 3]",21,20,15,65.49,0,2,19.0,17.0,-5.5,-0.224,-22.449,2,2.46,NBA_game_XQLsQE3JYfKUtCSFyLjB0UtO
Collin Gillespie,PG,PHX,MEM,Pts+Rebs,19.5,demon,"[20, 18]","[26, 22, 20, 14, 3]",21,20,15,65.49,1,2,19.0,17.0,-0.5,-0.026,-2.564,2,4.094,NBA_game_XQLsQE3JYfKUtCSFyLjB0UtO
Collin Gillespie,PG,PHX,MEM,Pts+Rebs+Asts,27.5,demon,"[25, 21]","[32, 28, 23, 15, 10]",22,23,22,74.37,0,2,23.0,21.6,-4.5,-0.164,-16.364,2,3.133,NBA_game_XQLsQE3JYfKUtCSFyLjB0UtO
Collin Gillespie,PG,PHX,MEM,Pts+Rebs+Asts,25.5,demon,"[25, 21]","[32, 28, 23, 15, 10]",22,23,22,74.37,0.5,2,23.0,21.6,-2.5,-0.098,-9.804,2,3.684,NBA_game_XQLsQE3JYfKUtCSFyLjB0UtO
Collin Gillespie,PG,PHX,MEM,Pts+Rebs+Asts,23.5,demon,"[25, 21]","[32, 28, 23, 15, 10]",22,23,22,74.37,1,2,23.0,21.6,-0.5,-0.021,-2.128,2,4.369,NBA_game_XQLsQE3JYfKUtCSFyLjB0UtO
Collin Gillespie,PG,PHX,MEM,Rebounds,7.5,demon,"[6, 8]","[2, 4, 4, 3, 3]",29,30,25,95.46,1,2,7.0,3.2,-0.5,-0.067,-6.667,2,4.47,NBA_game_XQLsQE3JYfKUtCSFyLjB0UtO
Collin Gillespie,PG,PHX,MEM,Rebounds,6.5,demon,"[6, 8]","[2, 4, 4, 3, 3]",29,30,25,95.46,1.5,2,7.0,3.2,0.5,0.077,7.692,2,5.059,NBA_game_XQLsQE3JYfKUtCSFyLjB0UtO
Collin Gillespie,PG,PHX,MEM,Rebounds,5.5,demon,"[6, 8]","[2, 4, 4, 3, 3]",29,30,25,95.46,2,2,7.0,3.2,1.5,0.25,27.273,2,5.677,NBA_game_XQLsQE3JYfKUtCSFyLjB0UtO
Collin Gillespie,PG,PHX,MEM,Rebs+Asts,12.5,demon,"[11, 11]","[8, 10, 7, 4, 10]",27,30,25,92.13,0,2,11.0,7.8,-1.5,-0.12,-12.0,2,3.398,NBA_game_XQLsQE3JYfKUtCSFyLjB0UtO
Collin Gillespie,PG,PHX,MEM,Rebs+Asts,11.5,demon,"[11, 11]","[8, 10, 7, 4, 10]",27,30,25,92.13,1.0,2,11.0,7.8,-0.5,-0.043,-4.348,2,4.361,NBA_game_XQLsQE3JYfKUtCSFyLjB0UtO
Collin Gillespie,PG,PHX,MEM,Rebs+Asts,10.5,demon,"[11, 11]","[8, 10, 7, 4, 10]",27,30,25,92.13,2,2,11.0,7.8,0.5,0.048,4.762,2,5.573,NBA_game_XQLsQE3JYfKUtCSFyLjB0UtO
Collin Gillespie,PG,PHX,MEM,Rebs+Asts,8.5,demon,"[11, 11]","[8, 10, 7, 4, 10]",27,30,25,92.13,2,2,11.0,7.8,2.5,0.25,29.412,2,6.238,NBA_game_XQLsQE3JYfKUtCSFyLjB0UtO
Collin Gillespie,PG,PHX,MEM,Steals,2.5,demon,"[2, 1]","[2, 0, 1, 1, 1]",17,29,27,75.48,0,2,1.5,1.0,-1.0,-0.25,-40.0,2,2.6,NBA_game_XQLsQE3JYfKUtCSFyLjB0UtO
Collin Gillespie,PG,PHX,MEM,Steals,1.5,demon,"[2, 1]","[2, 0, 1, 1, 1]",17,29,27,75.48,1,2,1.5,1.0,0.0,0.0,0.0,2,3.972,NBA_game_XQLsQE3JYfKUtCSFyLjB0UtO
Collin Gillespie,PG,PHX,MEM,Turnovers,1.5,demon,"[1, 2]","[1, 1, 3, 0, 1]",27,29,20,88.245,1,2,1.5,1.2,0.0,0.0,0.0,2,4.516,NBA_game_XQLsQE3JYfKUtCSFyLjB0UtO
Collin Sexton,SG,CHI,SAS,3-PT Made,3.5,demon,[5],"[1, 4, 1, 5, 3]",21,16,9,57.72,1,1,5.0,2.8,1.5,0.25,42.857,1,3.916,NBA_game_q9bEHlzNVRBqg2r2zZIhKfSc
Collin Sexton,SG,CHI,SAS,3-PT Made,2.5,demon,[5],"[1, 4, 1, 5, 3]",21,16,9,57.72,1,1,5.0,2.8,2.5,0.25,100.0,1,4.245,NBA_game_q9bEHlzNVRBqg2r2zZIhKfSc
Collin Sexton,SG,CHI,SAS,Assists,4.5,demon,[3],"[2, 2, 4, 3, 2]",19,10,22,54.945,0,1,3.0,2.6,-1.5,-0.25,-33.333,1,2.004,NBA_game_q9bEHlzNVRBqg2r2zZIhKfSc
Collin Sexton,SG,CHI,SAS,Assists,3.5,demon,[3],"[2, 2, 4, 3, 2]",19,10,22,54.945,0.5,1,3.0,2.6,-0.5,-0.143,-14.286,1,2.805,NBA_game_q9bEHlzNVRBqg2r2zZIhKfSc
